"","region","date","year","month","popn","obs","p","rate","obs.noise"
"970","Barkly",2020-09-30,2020,9,6053,35,0.005782257,57.82256732,34
"971","Bowen Basin - North",2020-09-30,2020,9,35865,2,5.57646730796041e-05,0.557646731,1
"972","Cairns_Region",2020-09-30,2020,9,165350,45,0.00027215,2.721499849,44
"973","Charters Towers - Ayr - Ingham",2020-09-30,2020,9,41999,10,0.000238101,2.381009072,9
"974","Daly - Tiwi - West Arnhem",2020-09-30,2020,9,18017,1,5.55031359271799e-05,0.555031359,0
"975","Darwin_Region",2020-09-30,2020,9,86853,74,0.000852014,8.520143231,73
"976","East Arnhem",2020-09-30,2020,9,14526,10,0.000688421,6.884207628,9
"977","East Pilbara",2020-09-30,2020,9,26691,19,0.00071185,7.118504365,18
"978","Far North",2020-09-30,2020,9,33223,36,0.001083587,10.83586672,35
"979","Innisfail - Cassowary Coast",2020-09-30,2020,9,35946,3,8.34585211150058e-05,0.834585211,2
"980","Katherine",2020-09-30,2020,9,21121,53,0.002509351,25.09350883,52
"981","Kimberley",2020-09-30,2020,9,38254,114,0.002980081,29.80080514,113
"982","Litchfield",2020-09-30,2020,9,23002,1,4.34744804799583e-05,0.434744805,0
"983","Mackay",2020-09-30,2020,9,121612,8,6.57829819425715e-05,0.657829819,7
"984","Outback - North",2020-09-30,2020,9,31092,41,0.001318667,13.18667181,40
"985","Palmerston",2020-09-30,2020,9,38950,15,0.000385109,3.851091142,14
"986","Port Douglas - Daintree",2020-09-30,2020,9,12310,5,0.000406174,4.061738424,4
"987","Tablelands (East) - Kuranda",2020-09-30,2020,9,43119,11,0.000255108,2.55107957,10
"988","Townsville",2020-09-30,2020,9,195071,30,0.00015379,1.537901585,29
"989","West Pilbara",2020-09-30,2020,9,32242,16,0.000496247,4.962471311,15
"990","Whitsunday",2020-09-30,2020,9,23490,0,0,0,0
"991","Alice Springs",2020-10-31,2020,10,40421,14,0.000346355,3.463546176,13
"992","Barkly",2020-10-31,2020,10,6053,30,0.00495622,49.56220056,29
"993","Bowen Basin - North",2020-10-31,2020,10,35865,3,8.36470096194061e-05,0.836470096,2
"994","Cairns_Region",2020-10-31,2020,10,165350,47,0.000284246,2.842455398,46
"995","Charters Towers - Ayr - Ingham",2020-10-31,2020,10,41999,9,0.000214291,2.142908164,8
"996","Daly - Tiwi - West Arnhem",2020-10-31,2020,10,18017,4,0.000222013,2.220125437,3
"997","Darwin_Region",2020-10-31,2020,10,86853,100,0.001151371,11.51370707,99
"998","East Arnhem",2020-10-31,2020,10,14526,13,0.000894947,8.949469916,12
"999","East Pilbara",2020-10-31,2020,10,26691,15,0.000561987,5.619871867,14
"1000","Far North",2020-10-31,2020,10,33223,55,0.00165548,16.55479638,54
"1001","Innisfail - Cassowary Coast",2020-10-31,2020,10,35946,5,0.000139098,1.390975352,4
"1002","Katherine",2020-10-31,2020,10,21121,71,0.003361583,33.61583258,70
"1003","Kimberley",2020-10-31,2020,10,38254,98,0.002561824,25.618236,97
"1004","Litchfield",2020-10-31,2020,10,23002,1,4.34744804799583e-05,0.434744805,0
"1005","Mackay",2020-10-31,2020,10,121612,16,0.000131566,1.315659639,15
"1006","Outback - North",2020-10-31,2020,10,31092,38,0.001222179,12.22179339,37
"1007","Palmerston",2020-10-31,2020,10,38950,15,0.000385109,3.851091142,14
"1008","Port Douglas - Daintree",2020-10-31,2020,10,12310,3,0.000243704,2.437043054,2
"1009","Tablelands (East) - Kuranda",2020-10-31,2020,10,43119,20,0.000463833,4.638326492,19
"1010","Townsville",2020-10-31,2020,10,195071,24,0.000123032,1.230321268,23
"1011","West Pilbara",2020-10-31,2020,10,32242,10,0.000310154,3.101544569,9
"1012","Whitsunday",2020-10-31,2020,10,23490,5,0.000212857,2.128565347,4
"1013","Alice Springs",2020-11-30,2020,11,40421,10,0.000247396,2.473961555,9
"1014","Barkly",2020-11-30,2020,11,6053,33,0.005451842,54.51842062,32
"1015","Bowen Basin - North",2020-11-30,2020,11,35865,1,2.7882336539802e-05,0.278823365,0
"1016","Cairns_Region",2020-11-30,2020,11,165350,56,0.000338676,3.386755367,55
"1017","Charters Towers - Ayr - Ingham",2020-11-30,2020,11,41999,20,0.000476202,4.762018143,19
"1018","Daly - Tiwi - West Arnhem",2020-11-30,2020,11,18017,1,5.55031359271799e-05,0.555031359,0
"1019","Darwin_Region",2020-11-30,2020,11,86853,72,0.000828987,8.289869089,71
"1020","East Arnhem",2020-11-30,2020,11,14526,13,0.000894947,8.949469916,12
"1021","East Pilbara",2020-11-30,2020,11,26691,22,0.000824248,8.242478738,21
"1022","Far North",2020-11-30,2020,11,33223,37,0.001113686,11.13686302,36
"1023","Innisfail - Cassowary Coast",2020-11-30,2020,11,35946,12,0.000333834,3.338340845,11
"1024","Katherine",2020-11-30,2020,11,21121,57,0.002698736,26.98735855,56
"1025","Kimberley",2020-11-30,2020,11,38254,101,0.002640247,26.40246772,100
"1026","Litchfield",2020-11-30,2020,11,23002,1,4.34744804799583e-05,0.434744805,0
"1027","Mackay",2020-11-30,2020,11,121612,10,8.22287274282143e-05,0.822287274,9
"1028","Outback - North",2020-11-30,2020,11,31092,22,0.000707578,7.075775119,21
"1029","Palmerston",2020-11-30,2020,11,38950,16,0.000410783,4.107830552,15
"1030","Port Douglas - Daintree",2020-11-30,2020,11,12310,8,0.000649878,6.498781478,7
"1031","Tablelands (East) - Kuranda",2020-11-30,2020,11,43119,24,0.000556599,5.56599179,23
"1032","Townsville",2020-11-30,2020,11,195071,31,0.000158916,1.589164971,30
"1033","West Pilbara",2020-11-30,2020,11,32242,23,0.000713355,7.133552509,22
"1034","Whitsunday",2020-11-30,2020,11,23490,2,8.51426138782461e-05,0.851426139,1
"1035","Alice Springs",2020-12-31,2020,12,40421,12,0.000296875,2.968753866,11
"1036","Barkly",2020-12-31,2020,12,6053,21,0.003469354,34.69354039,20
"1037","Bowen Basin - North",2020-12-31,2020,12,35865,2,5.57646730796041e-05,0.557646731,1
"1038","Cairns_Region",2020-12-31,2020,12,165350,38,0.000229816,2.298155428,37
"1039","Charters Towers - Ayr - Ingham",2020-12-31,2020,12,41999,12,0.000285721,2.857210886,11
"1040","Daly - Tiwi - West Arnhem",2020-12-31,2020,12,18017,5,0.000277516,2.775156796,4
"1041","Darwin_Region",2020-12-31,2020,12,86853,93,0.001070775,10.70774757,92
"1042","East Arnhem",2020-12-31,2020,12,14526,10,0.000688421,6.884207628,9
"1043","East Pilbara",2020-12-31,2020,12,26691,35,0.001311303,13.11303436,34
"1044","Far North",2020-12-31,2020,12,33223,43,0.001294284,12.9428408,42
"1045","Innisfail - Cassowary Coast",2020-12-31,2020,12,35946,11,0.000306015,3.060145774,10
"1046","Katherine",2020-12-31,2020,12,21121,60,0.002840775,28.40774585,59
"1047","Kimberley",2020-12-31,2020,12,38254,102,0.002666388,26.66387829,101
"1048","Litchfield",2020-12-31,2020,12,23002,1,4.34744804799583e-05,0.434744805,0
"1049","Mackay",2020-12-31,2020,12,121612,15,0.000123343,1.233430911,14
"1050","Outback - North",2020-12-31,2020,12,31092,37,0.001190017,11.90016725,36
"1051","Palmerston",2020-12-31,2020,12,38950,23,0.000590501,5.905006418,22
"1052","Port Douglas - Daintree",2020-12-31,2020,12,12310,8,0.000649878,6.498781478,7
"1053","Tablelands (East) - Kuranda",2020-12-31,2020,12,43119,26,0.000602982,6.029824439,25
"1054","Townsville",2020-12-31,2020,12,195071,32,0.000164043,1.640428357,31
"1055","West Pilbara",2020-12-31,2020,12,32242,39,0.001209602,12.09602382,38
"1056","Whitsunday",2020-12-31,2020,12,23490,4,0.000170285,1.702852278,3
"1057","Alice Springs",2021-01-31,2021,1,40693,28,0.000688079,6.880790308,27
"1058","Barkly",2021-01-31,2021,1,6020,28,0.004651163,46.51162791,27
"1059","Bowen Basin - North",2021-01-31,2021,1,36377,5,0.000137449,1.374494873,4
"1060","Cairns_Region",2021-01-31,2021,1,165605,57,0.000344193,3.441925063,56
"1061","Charters Towers - Ayr - Ingham",2021-01-31,2021,1,41888,18,0.000429717,4.297173415,17
"1062","Daly - Tiwi - West Arnhem",2021-01-31,2021,1,18021,4,0.000221963,2.219632651,3
"1063","Darwin_Region",2021-01-31,2021,1,86688,130,0.001499631,14.9963086,129
"1064","East Arnhem",2021-01-31,2021,1,14520,11,0.000757576,7.575757576,10
"1065","East Pilbara",2021-01-31,2021,1,27037,40,0.001479454,14.79454081,39
"1066","Far North",2021-01-31,2021,1,33068,62,0.001874924,18.74924398,61
"1067","Innisfail - Cassowary Coast",2021-01-31,2021,1,35830,11,0.000307005,3.070053028,10
"1068","Katherine",2021-01-31,2021,1,21145,62,0.002932135,29.32135257,61
"1069","Kimberley",2021-01-31,2021,1,38717,178,0.004597464,45.97463646,177
"1070","Litchfield",2021-01-31,2021,1,22599,2,8.8499491127926e-05,0.884994911,1
"1071","Mackay",2021-01-31,2021,1,123183,21,0.000170478,1.704780692,20
"1072","Outback - North",2021-01-31,2021,1,31144,57,0.001830208,18.30208066,56
"1073","Palmerston",2021-01-31,2021,1,39514,24,0.00060738,6.073796629,23
"1074","Port Douglas - Daintree",2021-01-31,2021,1,12360,13,0.00105178,10.51779935,12
"1075","Tablelands (East) - Kuranda",2021-01-31,2021,1,43354,27,0.00062278,6.22779905,26
"1076","Townsville",2021-01-31,2021,1,195564,52,0.000265898,2.65897609,51
"1077","West Pilbara",2021-01-31,2021,1,31206,41,0.00131385,13.13849901,40
"1078","Whitsunday",2021-01-31,2021,1,23709,1,4.21780758361804e-05,0.421780758,0
"1079","Alice Springs",2021-02-28,2021,2,40693,20,0.000491485,4.91485022,19
"1080","Barkly",2021-02-28,2021,2,6020,57,0.009468439,94.68438538,56
"1081","Bowen Basin - North",2021-02-28,2021,2,36377,5,0.000137449,1.374494873,4
"1082","Cairns_Region",2021-02-28,2021,2,165605,49,0.000295885,2.958847861,48
"1083","Charters Towers - Ayr - Ingham",2021-02-28,2021,2,41888,22,0.00052521,5.25210084,21
"1084","Daly - Tiwi - West Arnhem",2021-02-28,2021,2,18021,7,0.000388436,3.884357139,6
"1085","Darwin_Region",2021-02-28,2021,2,86688,97,0.001118955,11.18955334,96
"1086","East Arnhem",2021-02-28,2021,2,14520,5,0.000344353,3.443526171,4
"1087","East Pilbara",2021-02-28,2021,2,27037,41,0.00151644,15.16440433,40
"1088","Far North",2021-02-28,2021,2,33068,63,0.001905165,19.05165114,62
"1089","Innisfail - Cassowary Coast",2021-02-28,2021,2,35830,15,0.000418644,4.186435948,14
"1090","Katherine",2021-02-28,2021,2,21145,62,0.002932135,29.32135257,61
"1091","Kimberley",2021-02-28,2021,2,38717,124,0.003202727,32.02727484,123
"1092","Litchfield",2021-02-28,2021,2,22599,0,0,0,0
"1093","Mackay",2021-02-28,2021,2,123183,8,6.49440263672747e-05,0.649440264,7
"1094","Outback - North",2021-02-28,2021,2,31144,62,0.001990753,19.90752633,61
"1095","Palmerston",2021-02-28,2021,2,39514,26,0.000657995,6.579946348,25
"1096","Port Douglas - Daintree",2021-02-28,2021,2,12360,6,0.000485437,4.854368932,5
"1097","Tablelands (East) - Kuranda",2021-02-28,2021,2,43354,19,0.000438253,4.382525257,18
"1098","Townsville",2021-02-28,2021,2,195564,47,0.000240331,2.403305312,46
"1099","West Pilbara",2021-02-28,2021,2,31206,38,0.001217715,12.17714542,37
"1100","Whitsunday",2021-02-28,2021,2,23709,8,0.000337425,3.374246067,7
"1101","Alice Springs",2021-03-31,2021,3,40693,22,0.000540634,5.406335242,21
"1102","Barkly",2021-03-31,2021,3,6020,49,0.008139535,81.39534884,48
"1103","Bowen Basin - North",2021-03-31,2021,3,36377,1,2.74898974626825e-05,0.274898975,0
"1104","Cairns_Region",2021-03-31,2021,3,165605,50,0.000301923,3.019232511,49
"1105","Charters Towers - Ayr - Ingham",2021-03-31,2021,3,41888,11,0.000262605,2.62605042,10
"1106","Daly - Tiwi - West Arnhem",2021-03-31,2021,3,18021,3,0.000166472,1.664724488,2
"1107","Darwin_Region",2021-03-31,2021,3,86688,107,0.001234312,12.34311554,106
"1108","East Arnhem",2021-03-31,2021,3,14520,13,0.000895317,8.953168044,12
"1109","East Pilbara",2021-03-31,2021,3,27037,34,0.001257536,12.57535969,33
"1110","Far North",2021-03-31,2021,3,33068,48,0.001451554,14.51554373,47
"1111","Innisfail - Cassowary Coast",2021-03-31,2021,3,35830,9,0.000251186,2.511861569,8
"1112","Katherine",2021-03-31,2021,3,21145,69,0.003263183,32.63182786,68
"1113","Kimberley",2021-03-31,2021,3,38717,119,0.003073585,30.73585247,118
"1114","Litchfield",2021-03-31,2021,3,22599,1,4.4249745563963e-05,0.442497456,0
"1115","Mackay",2021-03-31,2021,3,123183,16,0.000129888,1.298880527,15
"1116","Outback - North",2021-03-31,2021,3,31144,45,0.001444901,14.44901105,44
"1117","Palmerston",2021-03-31,2021,3,39514,22,0.000556765,5.56764691,21
"1118","Port Douglas - Daintree",2021-03-31,2021,3,12360,6,0.000485437,4.854368932,5
"1119","Tablelands (East) - Kuranda",2021-03-31,2021,3,43354,28,0.000645846,6.458458274,27
"1120","Townsville",2021-03-31,2021,3,195564,54,0.000276124,2.761244401,53
"1121","West Pilbara",2021-03-31,2021,3,31206,31,0.000993399,9.933987054,30
"1122","Whitsunday",2021-03-31,2021,3,23709,7,0.000295247,2.952465309,6
"1123","Alice Springs",2021-04-30,2021,4,40693,10,0.000245743,2.45742511,9
"1124","Barkly",2021-04-30,2021,4,6020,59,0.009800664,98.00664452,58
"1125","Bowen Basin - North",2021-04-30,2021,4,36377,4,0.00010996,1.099595899,3
"1126","Cairns_Region",2021-04-30,2021,4,165605,39,0.0002355,2.355001359,38
"1127","Charters Towers - Ayr - Ingham",2021-04-30,2021,4,41888,13,0.000310351,3.103514133,12
"1128","Daly - Tiwi - West Arnhem",2021-04-30,2021,4,18021,2,0.000110982,1.109816325,1
"1129","Darwin_Region",2021-04-30,2021,4,86688,101,0.001165098,11.65097822,100
"1130","East Arnhem",2021-04-30,2021,4,14520,14,0.000964187,9.641873278,13
"1131","East Pilbara",2021-04-30,2021,4,27037,26,0.000961645,9.616451529,25
"1132","Far North",2021-04-30,2021,4,33068,31,0.000937462,9.374621991,30
"1133","Innisfail - Cassowary Coast",2021-04-30,2021,4,35830,16,0.000446553,4.465531677,15
"1134","Katherine",2021-04-30,2021,4,21145,50,0.002364625,23.64625207,49
"1135","Kimberley",2021-04-30,2021,4,38717,91,0.002350389,23.50388718,90
"1136","Litchfield",2021-04-30,2021,4,22599,2,8.8499491127926e-05,0.884994911,1
"1137","Mackay",2021-04-30,2021,4,123183,20,0.00016236,1.623600659,19
"1138","Outback - North",2021-04-30,2021,4,31144,43,0.001380683,13.80683278,42
"1139","Palmerston",2021-04-30,2021,4,39514,13,0.000328997,3.289973174,12
"1140","Port Douglas - Daintree",2021-04-30,2021,4,12360,9,0.000728155,7.281553398,8
"1141","Tablelands (East) - Kuranda",2021-04-30,2021,4,43354,26,0.000599714,5.997139826,25
"1142","Townsville",2021-04-30,2021,4,195564,49,0.000250557,2.505573623,48
"1143","West Pilbara",2021-04-30,2021,4,31206,20,0.000640902,6.409023906,19
"1144","Whitsunday",2021-04-30,2021,4,23709,7,0.000295247,2.952465309,6
"1145","Alice Springs",2021-05-31,2021,5,40693,18,0.000442337,4.423365198,17
"1146","Barkly",2021-05-31,2021,5,6020,34,0.005647841,56.47840532,33
"1147","Bowen Basin - North",2021-05-31,2021,5,36377,5,0.000137449,1.374494873,4
"1148","Cairns_Region",2021-05-31,2021,5,165605,50,0.000301923,3.019232511,49
"1149","Charters Towers - Ayr - Ingham",2021-05-31,2021,5,41888,13,0.000310351,3.103514133,12
"1150","Daly - Tiwi - West Arnhem",2021-05-31,2021,5,18021,1,5.54908162699073e-05,0.554908163,0
"1151","Darwin_Region",2021-05-31,2021,5,86688,95,0.001095884,10.9588409,94
"1152","East Arnhem",2021-05-31,2021,5,14520,11,0.000757576,7.575757576,10
"1153","East Pilbara",2021-05-31,2021,5,27037,31,0.001146577,11.46576913,30
"1154","Far North",2021-05-31,2021,5,33068,31,0.000937462,9.374621991,30
"1155","Innisfail - Cassowary Coast",2021-05-31,2021,5,35830,8,0.000223277,2.232765839,7
"1156","Katherine",2021-05-31,2021,5,21145,41,0.001938993,19.3899267,40
"1157","Kimberley",2021-05-31,2021,5,38717,89,0.002298732,22.98731823,88
"1158","Litchfield",2021-05-31,2021,5,22599,2,8.8499491127926e-05,0.884994911,1
"1159","Mackay",2021-05-31,2021,5,123183,14,0.000113652,1.136520461,13
"1160","Outback - North",2021-05-31,2021,5,31144,42,0.001348574,13.48574364,41
"1161","Palmerston",2021-05-31,2021,5,39514,19,0.000480842,4.808422331,18
"1162","Port Douglas - Daintree",2021-05-31,2021,5,12360,8,0.000647249,6.472491909,7
"1163","Tablelands (East) - Kuranda",2021-05-31,2021,5,43354,22,0.00050745,5.074502929,21
"1164","Townsville",2021-05-31,2021,5,195564,37,0.000189196,1.891963756,36
"1165","West Pilbara",2021-05-31,2021,5,31206,19,0.000608857,6.08857271,18
"1166","Whitsunday",2021-05-31,2021,5,23709,2,8.43561516723607e-05,0.843561517,1
"1167","Alice Springs",2021-06-30,2021,6,40693,14,0.00034404,3.440395154,13
"1168","Barkly",2021-06-30,2021,6,6020,38,0.006312292,63.12292359,37
"1169","Bowen Basin - North",2021-06-30,2021,6,36377,3,8.24696923880474e-05,0.824696924,2
"1170","Cairns_Region",2021-06-30,2021,6,165605,34,0.000205308,2.053078108,33
"1171","Charters Towers - Ayr - Ingham",2021-06-30,2021,6,41888,16,0.000381971,3.819709702,15
"1172","Daly - Tiwi - West Arnhem",2021-06-30,2021,6,18021,5,0.000277454,2.774540813,4
"1173","Darwin_Region",2021-06-30,2021,6,86688,79,0.000911314,9.113141381,78
"1174","East Arnhem",2021-06-30,2021,6,14520,10,0.000688705,6.887052342,9
"1175","East Pilbara",2021-06-30,2021,6,27037,24,0.000887672,8.876724489,23
"1176","Far North",2021-06-30,2021,6,33068,36,0.001088666,10.8866578,35
"1177","Innisfail - Cassowary Coast",2021-06-30,2021,6,35830,4,0.000111638,1.116382919,3
"1178","Katherine",2021-06-30,2021,6,21145,41,0.001938993,19.3899267,40
"1179","Kimberley",2021-06-30,2021,6,38717,75,0.001937134,19.37133559,74
"1180","Litchfield",2021-06-30,2021,6,22599,2,8.8499491127926e-05,0.884994911,1
"1181","Mackay",2021-06-30,2021,6,123183,16,0.000129888,1.298880527,15
"1182","Outback - North",2021-06-30,2021,6,31144,34,0.001091703,10.91703057,33
"1183","Palmerston",2021-06-30,2021,6,39514,16,0.00040492,4.049197753,15
"1184","Port Douglas - Daintree",2021-06-30,2021,6,12360,6,0.000485437,4.854368932,5
"1185","Tablelands (East) - Kuranda",2021-06-30,2021,6,43354,17,0.000392121,3.921206809,16
"1186","Townsville",2021-06-30,2021,6,195564,28,0.000143176,1.431756356,27
"1187","West Pilbara",2021-06-30,2021,6,31206,29,0.000929308,9.293084663,28
"1188","Whitsunday",2021-06-30,2021,6,23709,1,4.21780758361804e-05,0.421780758,0
"1189","Alice Springs",2021-07-31,2021,7,40693,10,0.000245743,2.45742511,9
"1190","Barkly",2021-07-31,2021,7,6020,32,0.005315615,53.15614618,31
"1191","Bowen Basin - North",2021-07-31,2021,7,36377,2,5.49797949253649e-05,0.549797949,1
"1192","Cairns_Region",2021-07-31,2021,7,165605,46,0.000277769,2.77769391,45
"1193","Charters Towers - Ayr - Ingham",2021-07-31,2021,7,41888,11,0.000262605,2.62605042,10
"1194","Daly - Tiwi - West Arnhem",2021-07-31,2021,7,18021,5,0.000277454,2.774540813,4
"1195","Darwin_Region",2021-07-31,2021,7,86688,85,0.000980528,9.805278701,84
"1196","East Arnhem",2021-07-31,2021,7,14520,14,0.000964187,9.641873278,13
"1197","East Pilbara",2021-07-31,2021,7,27037,21,0.000776713,7.767133928,20
"1198","Far North",2021-07-31,2021,7,33068,44,0.001330592,13.30591508,43
"1199","Innisfail - Cassowary Coast",2021-07-31,2021,7,35830,5,0.000139548,1.395478649,4
"1200","Katherine",2021-07-31,2021,7,21145,57,0.002695673,26.95672736,56
"1201","Kimberley",2021-07-31,2021,7,38717,88,0.002272903,22.72903376,87
"1202","Litchfield",2021-07-31,2021,7,22599,1,4.4249745563963e-05,0.442497456,0
"1203","Mackay",2021-07-31,2021,7,123183,13,0.000105534,1.055340428,12
"1204","Outback - North",2021-07-31,2021,7,31144,25,0.000802723,8.027228359,24
"1205","Palmerston",2021-07-31,2021,7,39514,21,0.000531457,5.31457205,20
"1206","Port Douglas - Daintree",2021-07-31,2021,7,12360,4,0.000323625,3.236245955,3
"1207","Tablelands (East) - Kuranda",2021-07-31,2021,7,43354,9,0.000207593,2.075933017,8
"1208","Townsville",2021-07-31,2021,7,195564,31,0.000158516,1.585158823,30
"1209","West Pilbara",2021-07-31,2021,7,31206,15,0.000480677,4.806767929,14
"1210","Whitsunday",2021-07-31,2021,7,23709,1,4.21780758361804e-05,0.421780758,0
"1211","Alice Springs",2021-08-31,2021,8,40693,7,0.00017202,1.720197577,6
"1212","Barkly",2021-08-31,2021,8,6020,28,0.004651163,46.51162791,27
"1213","Bowen Basin - North",2021-08-31,2021,8,36377,2,5.49797949253649e-05,0.549797949,1
"1214","Cairns_Region",2021-08-31,2021,8,165605,42,0.000253616,2.536155309,41
"1215","Charters Towers - Ayr - Ingham",2021-08-31,2021,8,41888,11,0.000262605,2.62605042,10
"1216","Daly - Tiwi - West Arnhem",2021-08-31,2021,8,18021,2,0.000110982,1.109816325,1
"1217","Darwin_Region",2021-08-31,2021,8,86688,78,0.000899779,8.997785161,77
"1218","East Arnhem",2021-08-31,2021,8,14520,6,0.000413223,4.132231405,5
"1219","East Pilbara",2021-08-31,2021,8,27037,22,0.0008137,8.136997448,21
"1220","Far North",2021-08-31,2021,8,33068,42,0.00127011,12.70110076,41
"1221","Innisfail - Cassowary Coast",2021-08-31,2021,8,35830,4,0.000111638,1.116382919,3
"1222","Katherine",2021-08-31,2021,8,21145,47,0.002222748,22.22747694,46
"1223","Kimberley",2021-08-31,2021,8,38717,59,0.001523878,15.238784,58
"1224","Litchfield",2021-08-31,2021,8,22599,0,0,0,0
"1225","Mackay",2021-08-31,2021,8,123183,5,4.05900164795467e-05,0.405900165,4
"1226","Outback - North",2021-08-31,2021,8,31144,28,0.00089905,8.990495762,27
"1227","Palmerston",2021-08-31,2021,8,39514,11,0.000278382,2.783823455,10
"1228","Port Douglas - Daintree",2021-08-31,2021,8,12360,2,0.000161812,1.618122977,1
"1229","Tablelands (East) - Kuranda",2021-08-31,2021,8,43354,18,0.000415187,4.151866033,17
"1230","Townsville",2021-08-31,2021,8,195564,30,0.000153402,1.534024667,29
"1231","West Pilbara",2021-08-31,2021,8,31206,17,0.000544767,5.44767032,16
"1232","Whitsunday",2021-08-31,2021,8,23709,3,0.000126534,1.265342275,2
"1233","Alice Springs",2021-09-30,2021,9,40693,7,0.00017202,1.720197577,6
"1234","Barkly",2021-09-30,2021,9,6020,30,0.004983389,49.83388704,29
"1235","Bowen Basin - North",2021-09-30,2021,9,36377,5,0.000137449,1.374494873,4
"1236","Cairns_Region",2021-09-30,2021,9,165605,33,0.000199269,1.992693457,32
"1237","Charters Towers - Ayr - Ingham",2021-09-30,2021,9,41888,7,0.000167112,1.671122995,6
"1238","Daly - Tiwi - West Arnhem",2021-09-30,2021,9,18021,1,5.54908162699073e-05,0.554908163,0
"1239","Darwin_Region",2021-09-30,2021,9,86688,73,0.0008421,8.421004061,72
"1240","East Arnhem",2021-09-30,2021,9,14520,10,0.000688705,6.887052342,9
"1241","East Pilbara",2021-09-30,2021,9,27037,11,0.00040685,4.068498724,10
"1242","Far North",2021-09-30,2021,9,33068,39,0.001179388,11.79387928,38
"1243","Innisfail - Cassowary Coast",2021-09-30,2021,9,35830,5,0.000139548,1.395478649,4
"1244","Katherine",2021-09-30,2021,9,21145,44,0.00208087,20.80870182,43
"1245","Kimberley",2021-09-30,2021,9,38717,72,0.001859648,18.59648217,71
"1246","Litchfield",2021-09-30,2021,9,22599,0,0,0,0
"1247","Mackay",2021-09-30,2021,9,123183,10,8.11800329590934e-05,0.81180033,9
"1248","Outback - North",2021-09-30,2021,9,31144,31,0.000995376,9.953763165,30
"1249","Palmerston",2021-09-30,2021,9,39514,16,0.00040492,4.049197753,15
"1250","Port Douglas - Daintree",2021-09-30,2021,9,12360,5,0.000404531,4.045307443,4
"1251","Tablelands (East) - Kuranda",2021-09-30,2021,9,43354,5,0.00011533,1.15329612,4
"1252","Townsville",2021-09-30,2021,9,195564,34,0.000173856,1.738561289,33
"1253","West Pilbara",2021-09-30,2021,9,31206,15,0.000480677,4.806767929,14
"1254","Whitsunday",2021-09-30,2021,9,23709,0,0,0,0
"1255","Alice Springs",2021-10-31,2021,10,40693,13,0.000319465,3.194652643,12
"1256","Barkly",2021-10-31,2021,10,6020,39,0.006478405,64.78405316,38
"1257","Bowen Basin - North",2021-10-31,2021,10,36377,3,8.24696923880474e-05,0.824696924,2
"1258","Cairns_Region",2021-10-31,2021,10,165605,35,0.000211346,2.113462758,34
"1259","Charters Towers - Ayr - Ingham",2021-10-31,2021,10,41888,8,0.000190985,1.909854851,7
"1260","Daly - Tiwi - West Arnhem",2021-10-31,2021,10,18021,2,0.000110982,1.109816325,1
"1261","Darwin_Region",2021-10-31,2021,10,86688,84,0.000968992,9.689922481,83
"1262","East Arnhem",2021-10-31,2021,10,14520,14,0.000964187,9.641873278,13
"1263","East Pilbara",2021-10-31,2021,10,27037,29,0.001072604,10.72604209,28
"1264","Far North",2021-10-31,2021,10,33068,36,0.001088666,10.8866578,35
"1265","Innisfail - Cassowary Coast",2021-10-31,2021,10,35830,9,0.000251186,2.511861569,8
"1266","Katherine",2021-10-31,2021,10,21145,35,0.001655238,16.55237645,34
"1267","Kimberley",2021-10-31,2021,10,38717,79,0.002040447,20.40447349,78
"1268","Litchfield",2021-10-31,2021,10,22599,0,0,0,0
"1269","Mackay",2021-10-31,2021,10,123183,16,0.000129888,1.298880527,15
"1270","Outback - North",2021-10-31,2021,10,31144,24,0.000770614,7.706139224,23
"1271","Palmerston",2021-10-31,2021,10,39514,14,0.000354305,3.543048034,13
"1272","Port Douglas - Daintree",2021-10-31,2021,10,12360,6,0.000485437,4.854368932,5
"1273","Tablelands (East) - Kuranda",2021-10-31,2021,10,43354,12,0.000276791,2.767910689,11
"1274","Townsville",2021-10-31,2021,10,195564,39,0.000199423,1.994232067,38
"1275","West Pilbara",2021-10-31,2021,10,31206,12,0.000384541,3.845414343,11
"1276","Whitsunday",2021-10-31,2021,10,23709,1,4.21780758361804e-05,0.421780758,0
"1277","Alice Springs",2021-11-30,2021,11,40693,17,0.000417762,4.177622687,16
"1278","Barkly",2021-11-30,2021,11,6020,28,0.004651163,46.51162791,27
"1279","Bowen Basin - North",2021-11-30,2021,11,36377,3,8.24696923880474e-05,0.824696924,2
"1280","Cairns_Region",2021-11-30,2021,11,165605,28,0.000169077,1.690770206,27
"1281","Charters Towers - Ayr - Ingham",2021-11-30,2021,11,41888,5,0.000119366,1.193659282,4
"1282","Daly - Tiwi - West Arnhem",2021-11-30,2021,11,18021,5,0.000277454,2.774540813,4
"1283","Darwin_Region",2021-11-30,2021,11,86688,84,0.000968992,9.689922481,83
"1284","East Arnhem",2021-11-30,2021,11,14520,13,0.000895317,8.953168044,12
"1285","East Pilbara",2021-11-30,2021,11,27037,27,0.000998632,9.98631505,26
"1286","Far North",2021-11-30,2021,11,33068,54,0.001632999,16.32998669,53
"1287","Innisfail - Cassowary Coast",2021-11-30,2021,11,35830,11,0.000307005,3.070053028,10
"1288","Katherine",2021-11-30,2021,11,21145,50,0.002364625,23.64625207,49
